Device,Time,Alert,Lat/Lng,Address,Driver(s),Speed (mph)
Bianca,01/02/2025 03:42:53 PM,Harsh Braking,"38.282431°, -122.664868°","83 Ely Rd, Petaluma, CA 94954, USA",N/A,0.0
Bianca,01/13/2025 01:14:26 PM,Harsh Cornering,"38.432040°, -122.716088°","CA 12, Santa Rosa, CA 95407, USA",N/A,35.6
Bianca,01/16/2025 01:46:17 PM,Harsh Cornering,"38.163087°, -122.680584°","6433 Point Reyes Petaluma Rd, Petaluma, CA 94952, USA",N/A,29.3
Bianca,01/17/2025 01:38:15 PM,Harsh Cornering,"38.432492°, -122.716301°","424 Sebastopol Ave, Santa Rosa, CA 95401, USA",N/A,31.2
Bianca,01/21/2025 09:07:35 AM,Harsh Cornering,"38.362609°, -122.713307°","5080 Redwood Dr, Rohnert Park, CA 94928, USA",N/A,28.6
Bianca,01/27/2025 12:14:21 PM,Engine Idle,"38.238385°, -122.632753°","511 E D St, Petaluma, CA 94952, USA",N/A,0.0
Bianca,01/27/2025 02:28:27 PM,Harsh Cornering,"38.247101°, -122.627792°","US 101, Petaluma, CA 94954, USA",N/A,38.1
Bianca,01/30/2025 09:19:08 AM,Harsh Cornering,"38.431260°, -122.714653°","CA 12, Santa Rosa, CA 95401, USA",N/A,28.7
Bianca,02/04/2025 12:57:45 PM,Harsh Cornering,"38.546785°, -122.808779°","US-101, Windsor, CA 95492, USA",N/A,25.0
Bianca,02/06/2025 12:16:39 PM,Speeding Over,"38.375634°, -122.716111°","102 Scenic Ave, Santa Rosa, CA 95407, USA",N/A,81.3
Bianca,02/12/2025 09:37:16 AM,Harsh Cornering,"38.431278°, -122.714640°","CA 12, Santa Rosa, CA 95401, USA",N/A,29.1
Bianca,02/14/2025 12:46:08 PM,Harsh Cornering,"38.348270°, -122.712841°","US 101, Rohnert Park, CA 94928, USA",N/A,40.9
Bianca,02/21/2025 10:26:38 AM,Harsh Cornering,"38.430585°, -122.713719°","CA-12, Santa Rosa, CA 95404, USA",N/A,38.7
Bianca,02/21/2025 04:27:31 PM,Harsh Cornering,"38.432116°, -122.716166°","CA 12, Santa Rosa, CA 95407, USA",N/A,27.8
Bianca,02/26/2025 12:28:38 PM,Harsh Cornering,"38.495372°, -122.754781°","US 101, Santa Rosa, CA 95403, USA",N/A,31.7
Bianca,03/03/2025 02:34:19 PM,Harsh Cornering,"38.431975°, -122.716082°","CA 12, Santa Rosa, CA 95407, USA",N/A,38.4
Bianca,03/07/2025 02:39:38 PM,Harsh Cornering,"38.432071°, -122.716124°","CA 12, Santa Rosa, CA 95407, USA",N/A,37.1
Dane,01/02/2025 03:17:44 PM,Harsh Cornering,"38.256820°, -122.492214°","1777 Watmaugh Rd, Sonoma, CA 95476, USA",N/A,39.6
Dane,01/03/2025 02:03:35 PM,Harsh Cornering,"38.234258°, -122.617120°","1105 Baywood Dr, Petaluma, CA 94954, USA",N/A,32.7
Dane,01/06/2025 08:07:17 AM,Engine Idle,"38.329579°, -122.704258°","285 Burton Ave, Rohnert Park, CA 94928, USA",N/A,0.0
Dane,01/06/2025 12:23:00 PM,Engine Idle,"38.262808°, -122.488514°","265 Avenida Barbera, Sonoma, CA 95476, USA",N/A,0.0
Dane,01/07/2025 07:50:55 AM,After Hours,"38.329528°, -122.704106°","285 Burton Ave, Rohnert Park, CA 94928, USA",N/A,5.4
Dane,01/07/2025 11:48:01 AM,Harsh Cornering,"38.234655°, -122.618895°","1070 Lakeville Hwy, Petaluma, CA 94952, USA",N/A,39.7
Dane,01/08/2025 07:52:00 AM,After Hours,"38.329549°, -122.704175°","285 Burton Ave, Rohnert Park, CA 94928, USA",N/A,5.1
Dane,01/08/2025 11:10:15 AM,Engine Idle,"38.240908°, -122.645232°","608 Kentucky St, Petaluma, CA 94952, USA",N/A,0.0
Dane,01/09/2025 07:46:44 AM,After Hours,"38.325217°, -122.705095°","8 Charles St, Cotati, CA 94931, USA",N/A,13.7
Dane,01/09/2025 08:00:23 AM,After Hours,"38.264411°, -122.601162°","2700 Adobe Rd, Petaluma, CA 94954, USA",N/A,47.8
Dane,01/09/2025 10:05:05 AM,Engine Idle,"38.201474°, -122.447249°","25708 Arnold Dr, Sonoma, CA 95476, USA",N/A,0.0
Dane,01/09/2025 12:37:26 PM,Engine Idle,"38.287945°, -122.458610°","725 Broadway, Sonoma, CA 95476, USA",N/A,0.0
Dane,01/09/2025 02:52:05 PM,Harsh Cornering,"38.272463°, -122.670138°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,36.5
Dane,01/10/2025 07:39:03 AM,After Hours,"38.329536°, -122.704140°","285 Burton Ave, Rohnert Park, CA 94928, USA",N/A,5.0
Dane,01/10/2025 11:26:39 AM,Engine Idle,"38.231201°, -122.632937°","501 Petaluma Blvd S, Petaluma, CA 94952, USA",N/A,0.0
Dane,01/14/2025 07:43:09 AM,After Hours,"38.336049°, -122.709051°","205 Alma Ave, Rohnert Park, CA 94928, USA",N/A,37.6
Dane,01/14/2025 08:15:52 AM,Engine Idle,"38.342722°, -122.715279°","466 Primero Ct, Cotati, CA 94931, USA",N/A,0.0
Dane,01/15/2025 11:10:21 AM,Engine Idle,"38.231243°, -122.632751°","215 G St, Petaluma, CA 94952, USA",N/A,0.0
Dane,01/15/2025 11:37:13 AM,Harsh Cornering,"38.247083°, -122.627763°","US 101, Petaluma, CA 94954, USA",N/A,36.0
Dane,01/16/2025 07:38:53 AM,Engine Idle,"38.329596°, -122.704224°","286 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,0.0
Dane,01/16/2025 07:53:56 AM,After Hours,"38.329633°, -122.704216°","286 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,3.9
Dane,01/16/2025 10:49:57 AM,Harsh Braking,"38.371707°, -122.515859°","12990 Dunbar Rd, Glen Ellen, CA 95442, USA",N/A,0.0
Dane,01/16/2025 10:52:40 AM,Harsh Braking,"38.344761°, -122.498497°","15208 Hwy 12, Glen Ellen, CA 95442, USA",N/A,0.0
Dane,01/17/2025 07:58:06 AM,After Hours,"38.299996°, -122.667264°","360 Adobe Rd, Penngrove, CA 94951, USA",N/A,5.6
Dane,01/17/2025 09:03:25 AM,Engine Idle,"38.266239°, -122.633418°","1980 Rainier Cir, Petaluma, CA 94954, USA",N/A,0.0
Dane,01/21/2025 07:51:48 AM,After Hours,"38.315814°, -122.696164°","9083 Old Redwood Hwy, Cotati, CA 94931, USA",N/A,47.8
Dane,01/21/2025 10:54:03 AM,Harsh Braking,"38.220557°, -122.607992°","US 101, Petaluma, CA 94952, USA",N/A,0.0
Dane,01/22/2025 07:51:41 AM,After Hours,"38.315003°, -122.695202°","9176 Old Redwood Hwy, Cotati, CA 94931, USA",N/A,47.7
Dane,01/22/2025 09:47:00 AM,Engine Idle,"38.270563°, -122.640261°","1862 Lexington St, Petaluma, CA 94954, USA",N/A,0.0
Dane,01/22/2025 05:53:49 PM,Engine Idle,"38.342666°, -122.715345°","466 Primero Ct, Cotati, CA 94931, USA",N/A,0.0
Dane,01/22/2025 06:37:20 PM,After Hours,"38.342629°, -122.715337°","466 Primero Ct, Cotati, CA 94931, USA",N/A,5.8
Dane,01/23/2025 08:02:40 AM,Fast Acceleration,"38.221798°, -122.608405°","US-101, Petaluma, CA 94952, USA",N/A,56.8
Dane,01/23/2025 08:05:25 AM,Speeding Over,"38.257041°, -122.646822°","715 Southpoint Blvd, Petaluma, CA 94954, USA",N/A,83.8
Dane,01/23/2025 08:08:15 AM,Speeding Over,"38.290933°, -122.694775°","78R4+93 Penngrove, CA, USA",N/A,81.4
Dane,01/23/2025 01:05:31 PM,Harsh Cornering,"38.234661°, -122.618880°","1070 Lakeville Hwy, Petaluma, CA 94952, USA",N/A,35.0
Dane,01/24/2025 07:37:45 AM,Engine Idle,"38.329656°, -122.704196°","286 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,0.0
Dane,01/24/2025 07:46:04 AM,After Hours,"38.329629°, -122.704239°","286 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,3.8
Dane,01/24/2025 07:48:36 AM,After Hours,"38.327072°, -122.703456°","183 E Cotati Ave, Cotati, CA 94931, USA",N/A,28.6
Dane,01/24/2025 07:56:30 AM,After Hours,"38.299640°, -122.673565°","125 Adobe Rd, Penngrove, CA 94951, USA",N/A,9.5
Dane,01/24/2025 03:22:02 PM,Harsh Cornering,"38.272451°, -122.670195°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,38.8
Dane,01/28/2025 07:41:56 AM,Engine Idle,"38.329583°, -122.704230°","286 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,0.0
Dane,01/28/2025 07:50:06 AM,After Hours,"38.326937°, -122.704043°","150 E Cotati Ave, Cotati, CA 94931, USA",N/A,13.1
Dane,01/29/2025 07:47:55 AM,After Hours,"38.329564°, -122.704170°","285 Burton Ave, Rohnert Park, CA 94928, USA",N/A,4.8
Dane,01/29/2025 07:58:23 AM,After Hours,"38.300242°, -122.667251°","365 Adobe Rd, Penngrove, CA 94951, USA",N/A,6.3
Dane,01/29/2025 11:47:15 AM,Harsh Cornering,"38.227317°, -122.618472°","1485 Petaluma Blvd S, Petaluma, CA 94952, USA",N/A,27.1
Dane,02/04/2025 07:39:17 AM,Harsh Cornering,"38.331158°, -122.711479°","7675 Old Redwood Hwy, Cotati, CA 94931, USA",N/A,20.6
Dane,02/04/2025 07:39:40 AM,Engine Idle,"38.329577°, -122.704234°","285 Burton Ave, Rohnert Park, CA 94928, USA",N/A,0.0
Dane,02/04/2025 11:37:15 AM,Engine Idle,"38.228992°, -122.623521°","1065 Warren Dr, Petaluma, CA 94952, USA",N/A,0.0
Dane,02/04/2025 12:46:01 PM,Harsh Cornering,"38.272456°, -122.670149°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,35.4
Dane,02/06/2025 07:34:58 AM,After Hours,"38.332455°, -122.702561°","7595 Adrian Dr, Rohnert Park, CA 94928, USA",N/A,10.4
Dane,02/06/2025 11:08:08 AM,Engine Idle,"38.285511°, -122.466010°","362 W Macarthur St, Sonoma, CA 95476, USA",N/A,0.0
Dane,02/06/2025 12:17:01 PM,Engine Idle,"38.284308°, -122.453786°","280 E Macarthur St, Sonoma, CA 95476, USA",N/A,0.0
Dane,02/06/2025 02:18:06 PM,Harsh Braking,"38.291003°, -122.488340°","19440 Cypress Rd, Sonoma, CA 95476, USA",N/A,18.7
Dane,02/07/2025 07:39:17 AM,Engine Idle,"38.329631°, -122.704211°","286 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,0.0
Dane,02/07/2025 07:49:48 AM,After Hours,"38.329623°, -122.704207°","286 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,4.0
Dane,02/07/2025 08:00:06 AM,After Hours,"38.300522°, -122.666838°","8925 Petaluma Hill Rd, Penngrove, CA 94951, USA",N/A,5.0
Dane,02/07/2025 09:00:28 AM,Harsh Braking,"38.202930°, -122.781393°","4662 Chileno Valley Rd, Petaluma, CA 94952, USA",N/A,0.0
Dane,02/07/2025 10:53:08 AM,Engine Idle,"38.202930°, -122.781393°","4662 Chileno Valley Rd, Petaluma, CA 94952, USA",N/A,0.0
Dane,02/07/2025 11:43:43 AM,Engine Idle,"38.237130°, -122.614967°","912 Wood Ln, Petaluma, CA 94954, USA",N/A,0.0
Dane,02/10/2025 07:50:36 AM,After Hours,"38.329440°, -122.702071°","319 Burton Ave, Rohnert Park, CA 94928, USA",N/A,27.6
Dane,02/10/2025 02:07:45 PM,Harsh Braking,"38.307309°, -122.666494°","8475 Petaluma Hill Rd, Penngrove, CA 94951, USA",N/A,6.8
Dane,02/11/2025 07:42:31 AM,After Hours,"38.329606°, -122.704227°","286 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,4.7
Dane,02/11/2025 07:52:39 AM,After Hours,"38.300197°, -122.667297°","365 Adobe Rd, Penngrove, CA 94951, USA",N/A,5.0
Dane,02/12/2025 05:31:45 PM,Harsh Cornering,"38.272352°, -122.670007°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,31.9
Dane,02/20/2025 01:38:53 PM,Engine Idle,"38.302237°, -122.474882°","19050 Lomita Ave, Sonoma, CA 95476, USA",N/A,0.0
Dane,02/20/2025 02:54:47 PM,Harsh Cornering,"38.256846°, -122.492224°","1777 Watmaugh Rd, Sonoma, CA 95476, USA",N/A,42.6
Dane,02/21/2025 07:32:59 AM,Engine Idle,"38.329610°, -122.704234°","286 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,0.0
Dane,02/24/2025 07:59:53 AM,After Hours,"38.329855°, -122.696888°","8047 Adrian Dr, Rohnert Park, CA 94928, USA",N/A,10.0
Dane,02/24/2025 08:47:55 AM,Harsh Cornering,"38.347660°, -122.712686°","US 101, Cotati, CA 94931, USA",N/A,18.9
Dane,02/24/2025 10:41:03 AM,Harsh Braking,"38.219886°, -122.639926°","255 Sunnyslope Rd, Petaluma, CA 94952, USA",N/A,10.8
Dane,02/24/2025 02:03:29 PM,Engine Idle,"38.286161°, -122.466196°","371 Nicoli Ln, Sonoma, CA 95476, USA",N/A,0.0
Dane,02/24/2025 02:19:34 PM,Harsh Cornering,"38.256741°, -122.492161°","1777 Watmaugh Rd, Sonoma, CA 95476, USA",N/A,40.1
Dane,02/25/2025 07:44:51 AM,After Hours,"38.319416°, -122.700527°","8600 Lasker Ln, Cotati, CA 94931, USA",N/A,33.2
Dane,02/25/2025 02:26:58 PM,Engine Idle,"38.234202°, -122.657965°","825 Bodega Ave, Petaluma, CA 94952, USA",N/A,0.0
Dane,02/25/2025 02:40:58 PM,Harsh Cornering,"38.272426°, -122.670133°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,39.8
Dane,02/26/2025 07:43:45 AM,After Hours,"38.329546°, -122.704165°","285 Burton Ave, Rohnert Park, CA 94928, USA",N/A,5.5
Dane,02/26/2025 07:54:19 AM,After Hours,"38.300085°, -122.667260°","365 Adobe Rd, Penngrove, CA 94951, USA",N/A,9.6
Dane,02/26/2025 11:04:43 AM,Engine Idle,"38.263022°, -122.647417°","839 Winton Dr, Petaluma, CA 94954, USA",N/A,0.0
Dane,02/26/2025 12:21:13 PM,Engine Idle,"38.248528°, -122.624055°","301 S McDowell Blvd, Petaluma, CA 94954, USA",N/A,0.0
Dane,02/27/2025 01:06:27 PM,Engine Idle,"38.312248°, -122.487601°","18070 Riverside Dr, Sonoma, CA 95476, USA",N/A,0.0
Dane,02/27/2025 01:42:19 PM,Fast Acceleration,"38.233624°, -122.605596°","1264 San Rafael Dr, Petaluma, CA 94954, USA",N/A,42.0
Dane,02/28/2025 07:46:12 AM,After Hours,"38.327203°, -122.702969°","448 Matteri Cir, Cotati, CA 94931, USA",N/A,26.2
Dane,02/28/2025 07:53:01 AM,After Hours,"38.300128°, -122.667310°","365 Adobe Rd, Penngrove, CA 94951, USA",N/A,5.3
Dane,02/28/2025 01:37:53 PM,Engine Idle,"38.269555°, -122.636426°","1900 Belgrave Dr, Petaluma, CA 94954, USA",N/A,0.0
Dane,03/03/2025 11:47:24 AM,Engine Idle,"38.355321°, -122.524910°","14211 Arnold Dr, Glen Ellen, CA 95442, USA",N/A,0.0
Dane,03/03/2025 12:14:36 PM,Harsh Cornering,"38.277377°, -122.470485°","20380 5th St W, Sonoma, CA 95476, USA",N/A,23.1
Dane,03/03/2025 12:54:22 PM,Fast Acceleration,"38.251902°, -122.490705°","4799 Stage Gulch Rd, Sonoma, CA 95476, USA",N/A,47.1
Dane,03/04/2025 07:44:56 AM,After Hours,"38.329843°, -122.696904°","8047 Adrian Dr, Rohnert Park, CA 94928, USA",N/A,12.4
Dane,03/04/2025 07:53:48 AM,After Hours,"38.300140°, -122.667258°","365 Adobe Rd, Penngrove, CA 94951, USA",N/A,5.2
Dane,03/04/2025 10:50:31 AM,Engine Idle,"38.265338°, -122.645687°","836 Stillson Dr, Petaluma, CA 94954, USA",N/A,0.0
Dane,03/04/2025 01:57:54 PM,Engine Idle,"38.235335°, -122.669769°","1905 Bodega Ave, Petaluma, CA 94952, USA",N/A,0.0
Dane,03/04/2025 02:42:02 PM,Engine Idle,"38.329573°, -122.704333°","274 Bruce Ave, Rohnert Park, CA 94928, USA",N/A,0.0
Dane,03/05/2025 07:40:21 AM,After Hours,"38.325226°, -122.705055°","8 Charles St, Cotati, CA 94931, USA",N/A,14.6
Dane,03/05/2025 11:16:53 AM,Harsh Braking,"38.251492°, -122.563476°","3977 Adobe Rd, Petaluma, CA 94954, USA",N/A,10.8
Dane,03/05/2025 11:49:04 AM,Engine Idle,"38.250938°, -122.563845°","3977 Adobe Rd, Petaluma, CA 94954, USA",N/A,0.0
Dane,03/07/2025 07:41:12 AM,After Hours,"38.329506°, -122.704150°","285 Burton Ave, Rohnert Park, CA 94928, USA",N/A,5.0
Dane,03/07/2025 01:13:21 PM,Engine Idle,"38.251462°, -122.616075°","1533 McGregor Ave, Petaluma, CA 94954, USA",N/A,0.0
Dane,03/11/2025 07:57:08 AM,After Hours,"38.321200°, -122.702147°","8677 Old Redwood Hwy, Cotati, CA 94931, USA",N/A,25.9
Dane,03/11/2025 09:30:44 AM,Oil Change is due in 500 mi,"38.328167°, -122.718961°","721 W School St, Cotati, CA 94931, USA",N/A,0.0
Dane,03/12/2025 07:46:27 AM,After Hours,"38.321415°, -122.702292°","101 Forno Way, Cotati, CA 94931, USA",N/A,8.6
Dane,03/12/2025 07:56:58 AM,After Hours,"38.321295°, -122.702127°","8677 Old Redwood Hwy, Cotati, CA 94931, USA",N/A,16.9
Dane,03/12/2025 11:06:38 AM,Engine Idle,"38.231174°, -122.653139°","704 N Webster St, Petaluma, CA 94952, USA",N/A,0.0
James,01/02/2025 03:27:22 PM,Harsh Braking,"38.452625°, -122.751109°","1833 Guerneville Rd, Santa Rosa, CA 95403, USA",N/A,0.0
James,01/07/2025 01:01:03 PM,Speeding Over,"38.073232°, -122.540477°","US 101, Novato, CA 94949, USA",N/A,81.2
James,01/08/2025 11:03:27 AM,Harsh Cornering,"38.065414°, -122.538380°","10 Hector Ln, Novato, CA 94949, USA",N/A,27.5
James,01/09/2025 07:03:44 AM,Harsh Cornering,"38.511914°, -122.776913°","US-101, Windsor, CA 95492, USA",N/A,18.8
James,01/09/2025 11:23:38 AM,Harsh Cornering,"37.944688°, -122.516482°","46 Via La Cumbre, Greenbrae, CA 94904, USA",N/A,42.7
James,01/10/2025 09:10:32 AM,Harsh Cornering,"38.348375°, -122.712883°","US 101, Rohnert Park, CA 94928, USA",N/A,40.4
James,01/10/2025 09:18:35 AM,Harsh Cornering,"38.470237°, -122.727030°","665 Russell Ave, Santa Rosa, CA 95403, USA",N/A,37.9
James,01/10/2025 11:49:54 AM,Harsh Braking,"38.457204°, -122.638543°","5850 Melita Rd, Santa Rosa, CA 95409, USA",N/A,0.0
James,01/13/2025 02:41:09 PM,Harsh Cornering,"38.049004°, -122.530789°","257 Marin Valley Dr, Novato, CA 94949, USA",N/A,24.2
James,01/16/2025 01:48:32 PM,Harsh Cornering,"38.347489°, -122.712276°","US-101, Cotati, CA 94931, USA",N/A,36.4
James,01/16/2025 01:48:39 PM,Harsh Cornering,"38.348375°, -122.712844°","US 101, Rohnert Park, CA 94928, USA",N/A,42.9
James,01/17/2025 08:44:20 AM,Harsh Braking,"38.428978°, -122.715208°","US 101, Santa Rosa, CA 95407, USA",N/A,0.0
James,01/17/2025 09:22:50 AM,Harsh Cornering,"38.431349°, -122.715579°","CA 12, Santa Rosa, CA 95407, USA",N/A,40.0
James,01/17/2025 01:23:37 PM,Harsh Cornering,"38.431148°, -122.716156°","CA 12, Santa Rosa, CA 95407, USA",N/A,46.0
James,01/21/2025 01:17:03 PM,Harsh Cornering,"38.221294°, -122.607109°","US 101, Petaluma, CA 94952, USA",N/A,25.0
James,01/22/2025 12:44:12 PM,Harsh Cornering,"38.234487°, -122.617216°","1105 Baywood Dr, Petaluma, CA 94954, USA",N/A,34.1
James,01/22/2025 02:02:55 PM,Harsh Cornering,"38.273220°, -122.670905°","US-101, Petaluma, CA 94952, USA",N/A,36.7
James,01/23/2025 04:50:30 PM,Harsh Cornering,"38.372087°, -122.713487°","4320 Santa Rosa Ave, Santa Rosa, CA 95407, USA",N/A,27.2
James,01/24/2025 02:10:50 PM,Harsh Cornering,"38.511225°, -122.772311°","651 Airport Blvd, Santa Rosa, CA 95403, USA",N/A,35.0
James,01/27/2025 11:13:16 AM,Harsh Cornering,"38.049532°, -122.531239°","5398 Nave Dr, Novato, CA 94949, USA",N/A,21.8
James,01/27/2025 04:02:19 PM,Harsh Cornering,"38.065248°, -122.536137°","US 101, Novato, CA 94949, USA",N/A,33.8
James,01/29/2025 10:13:34 AM,Harsh Cornering,"37.926459°, -122.511224°","801 Tamalpais Dr, Corte Madera, CA 94925, USA",N/A,31.7
James,01/29/2025 02:44:13 PM,Harsh Braking,"38.138308°, -122.564040°","8141 Binford Rd, Novato, CA 94945, USA",N/A,16.6
James,01/29/2025 04:15:48 PM,Harsh Cornering,"38.431263°, -122.715111°","CA 12, Santa Rosa, CA 95407, USA",N/A,36.4
James,01/30/2025 11:05:26 AM,Harsh Cornering,"38.234706°, -122.618913°","US-101, Petaluma, CA 94952, USA",N/A,36.7
James,01/30/2025 12:48:14 PM,Harsh Cornering,"37.901943°, -122.515405°","US 101, Mill Valley, CA 94941, USA",N/A,30.2
James,01/31/2025 12:39:10 PM,Harsh Cornering,"38.082022°, -122.541347°","CA-37, Novato, CA 94949, USA",N/A,36.2
James,01/31/2025 12:40:06 PM,Harsh Cornering,"38.083138°, -122.541277°","CA-37, Novato, CA 94949, USA",N/A,42.0
James,01/31/2025 12:40:46 PM,Harsh Cornering,"38.077415°, -122.547876°","60 Los Padres Cir, Novato, CA 94947, USA",N/A,42.6
James,01/31/2025 01:27:47 PM,Harsh Cornering,"38.081524°, -122.546643°","5400 Hanna Ranch Rd, Novato, CA 94945, USA",N/A,45.9
James,01/31/2025 04:20:31 PM,Harsh Braking,"38.370043°, -122.712992°","US 101, Rohnert Park, CA 94928, USA",N/A,0.0
James,01/31/2025 04:30:38 PM,Harsh Cornering,"38.431308°, -122.715514°","CA 12, Santa Rosa, CA 95407, USA",N/A,36.9
James,02/03/2025 02:37:10 PM,Harsh Cornering,"38.470818°, -122.728364°","709 Russell Ave, Santa Rosa, CA 95403, USA",N/A,35.5
James,02/03/2025 02:37:17 PM,Harsh Cornering,"38.470685°, -122.729420°","3145 Cleveland Ave, Santa Rosa, CA 95403, USA",N/A,39.6
James,02/05/2025 08:27:30 AM,Harsh Cornering,"38.512008°, -122.777020°","US 101, Windsor, CA 95492, USA",N/A,17.5
James,02/05/2025 08:29:20 AM,Harsh Braking,"38.500229°, -122.761910°","US 101, Santa Rosa, CA 95403, USA",N/A,6.2
James,02/10/2025 04:10:44 PM,Harsh Cornering,"38.347644°, -122.712629°","US 101, Cotati, CA 94931, USA",N/A,24.9
James,02/11/2025 09:33:04 AM,Harsh Cornering,"38.431089°, -122.715799°","CA-12, Santa Rosa, CA 95407, USA",N/A,45.3
James,02/14/2025 04:48:51 PM,Harsh Cornering,"38.164669°, -122.679292°","6285 Point Reyes Petaluma Rd, Petaluma, CA 94952, USA",N/A,29.5
James,02/14/2025 05:51:55 PM,Harsh Cornering,"38.272829°, -122.668880°","1385 N McDowell Blvd, Petaluma, CA 94954, USA",N/A,37.5
James,02/14/2025 05:52:06 PM,Harsh Cornering,"38.272352°, -122.670158°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,35.6
James,02/19/2025 02:05:17 PM,Harsh Cornering,"38.272793°, -122.668849°","1385 N McDowell Blvd, Petaluma, CA 94954, USA",N/A,35.8
James,02/20/2025 03:03:37 PM,Harsh Cornering,"37.995081°, -122.531466°","US 101, San Rafael, CA 94903, USA",N/A,27.9
James,02/21/2025 07:58:09 AM,Harsh Cornering,"38.511915°, -122.776801°","US-101, Windsor, CA 95492, USA",N/A,17.4
James,02/21/2025 02:45:31 PM,Harsh Cornering,"38.081528°, -122.546528°","5400 Hanna Ranch Rd, Novato, CA 94945, USA",N/A,48.7
James,02/25/2025 09:43:32 AM,Harsh Cornering,"37.879413°, -122.517013°","115 Shoreline Hwy, Mill Valley, CA 94941, USA",N/A,24.0
James,02/25/2025 10:21:43 AM,Harsh Cornering,"37.902311°, -122.515554°","US 101, Mill Valley, CA 94941, USA",N/A,32.1
James,02/28/2025 12:44:55 PM,Harsh Cornering,"38.064661°, -122.534859°","5821 Nave Dr, Novato, CA 94949, USA",N/A,28.3
James,03/03/2025 10:03:57 AM,Harsh Cornering,"38.065313°, -122.538072°","32 Hector Ln, Novato, CA 94949, USA",N/A,28.2
James,03/03/2025 11:34:07 AM,Harsh Cornering,"37.902625°, -122.515547°","US 101, Mill Valley, CA 94941, USA",N/A,39.5
James,03/03/2025 11:37:03 AM,Harsh Cornering,"37.944669°, -122.516679°","46 Via La Cumbre, Greenbrae, CA 94904, USA",N/A,45.4
James,03/04/2025 11:13:46 AM,Harsh Cornering,"37.944681°, -122.516580°","46 Via La Cumbre, Greenbrae, CA 94904, USA",N/A,44.7
James,03/05/2025 10:09:25 AM,Harsh Cornering,"38.271317°, -122.671050°","200 Stony Point Rd, Petaluma, CA 94952, USA",N/A,34.7
James,03/05/2025 10:09:37 AM,Harsh Cornering,"38.271770°, -122.669884°","5002 Petaluma Blvd N, Petaluma, CA 94952, USA",N/A,37.4
James,03/05/2025 03:58:07 PM,Harsh Braking,"38.357871°, -122.713059°","5401 Commerce Blvd, Rohnert Park, CA 94928, USA",N/A,0.0
James,03/07/2025 09:19:21 AM,Harsh Cornering,"38.065424°, -122.538356°","10 Hector Ln, Novato, CA 94949, USA",N/A,29.3
James,03/07/2025 01:35:49 PM,Harsh Cornering,"37.901914°, -122.515292°","US 101, Mill Valley, CA 94941, USA",N/A,23.4
James,03/07/2025 03:34:39 PM,Harsh Cornering,"38.081580°, -122.546723°","5400 Hanna Ranch Rd, Novato, CA 94945, USA",N/A,47.9
James,03/07/2025 03:34:46 PM,Harsh Cornering,"38.082313°, -122.548182°","US-101, Novato, CA 94947, USA",N/A,51.2
James,03/10/2025 02:23:16 PM,Speeding Over,"38.182618°, -122.600478°","US 101, Petaluma, CA 94952, USA",N/A,81.1
James,03/10/2025 03:40:32 PM,Harsh Cornering,"38.431269°, -122.714894°","CA-12, Santa Rosa, CA 95407, USA",N/A,29.7
James,03/12/2025 03:24:20 PM,Harsh Cornering,"38.272462°, -122.670175°","5101 Montero Way, Petaluma, CA 94954, USA",N/A,35.7
James,03/12/2025 04:00:42 PM,Harsh Cornering,"38.347780°, -122.712769°","US 101, Cotati, CA 94931, USA",N/A,20.0
James,03/13/2025 07:37:18 AM,Harsh Cornering,"38.512059°, -122.777025°","US-101, Windsor, CA 95492, USA",N/A,27.7
James,03/13/2025 07:44:43 AM,Harsh Braking,"38.432273°, -122.715959°","424 Sebastopol Ave, Santa Rosa, CA 95401, USA",N/A,20.5
James,03/13/2025 12:08:41 PM,Harsh Cornering,"37.901932°, -122.515480°","US-101, Mill Valley, CA 94941, USA",N/A,36.8
James,03/13/2025 12:08:46 PM,Harsh Cornering,"37.902683°, -122.515560°","US 101, Mill Valley, CA 94941, USA",N/A,44.3
James,03/13/2025 12:11:44 PM,Harsh Cornering,"37.944753°, -122.516373°","48 Via La Cumbre, Greenbrae, CA 94904, USA",N/A,44.2
Joe,01/02/2025 11:57:52 AM,Harsh Cornering,"38.433391°, -122.892040°","10521 Graton Rd, Sebastopol, CA 95472, USA",N/A,43.1
Joe,01/02/2025 04:50:15 PM,Harsh Cornering,"38.347823°, -122.712744°","US 101, Cotati, CA 94931, USA",N/A,3.4
Joe,01/03/2025 02:08:58 PM,Harsh Cornering,"38.431254°, -122.716676°","CA-12, Santa Rosa, CA 95407, USA",N/A,43.6
